ODDDD	393054
NLLL	1198
DDDs	1197
sDDD	1169
OOF	1168
LLv	1164
VLL	1163
LLLdLLL	1159
NOD	1155
AD	1150
LLLc	1149
dLLLLDD	1140
vODDDD	1138
DDDQDDD	1137
LLLLODDDD	1135
DODFD	1131
dLLDD	1126
dLLLOD	1117
LLLLLLLDFD	1110
LLLdLL	1104
DDDuD	1102
DFDDFD	1099
NDDDD	1097
LLLLLLLLd	1094
V	1090
LLLdDDDD	1088
FFFFD	1088
cDDDD	1083
DDDDDuD	1081
LLLLLc	1072
ODDODD	1061
dLLLLLLLLL	1057
WLLLLLL	1057
ODDFD	1057
LLLLLLLO	1057
DDR	1050
LLLLLLLLDFD	1045
dVDDD	1037
DDDDDO	1035
cLLLLLLL	1033
VDDD	1032
DFDDDDDDD	1030
LLLLdDDDD	1027
aDDD	1027
DDDDODDD	1015
DuDDDD	1012
DDOF	1010
LLLLLLF	1009
vV	1009
DDDDQO	1004
us	1003
dLLLDDDD	1000
LLLLLLLLs	998
QDDR	988
DDODDs	988
dDDDDDFD	986
sDDu	984
vODD	983
LLLLW	982
VDFD	982
su	973
DDDODDDD	967
cLLLLLd	961
DDs	957
WdLL	952
LLLdOD	950
QDDDDDDDD	949
vLLLLLLL	949
LLLLDDO	949
duDD	947
DDDDDDQ	946
DFDDDD	944
LLLLLLLLLLOD	940
QDDF	939
uDDDDDDDD	939
LLLLLLV	939
NDD	930
LLLLs	930
DuDD	929
dLLLc	926
DDDDDQD	924
DMDDD	924
DDDDFDD	921
vF	917
DQDDDDDDDD	916
VdDD	911
DDsDD	903
LLa	901
ODDDDd	893
DDsDDDD	887
LLLLLLa	886
vWd	881
Vdu	879
DDDDDODD	875
LLLLLs	874
DDDDDFDD	854
aDFD	853
cOD	851
LLLLLW	849
NLLLLL	846
LLLLLLLLO	845
dLLLLu	839
LLLLa	838
dDDDDu	837
QDDDu	835
DDDFDDDDDD	832
sDDDFD	831
tu	831
dLLu	822
DuDDDDDD	821
RDDDD	821
dODDDDDDD	819
DQDDDD	818
FDDDDD	817
tLLLL	816
dLLLD	816
QDDFD	809
dLLLLDDDD	808
Wds	804
LLLLLLLF	802
DDDDFDDDDD	802
cLL	797
VDD	796
dDDO	790
ODDLLLL	790
WdDFD	787
VLLLv	787
LLLW	785
dWV	783
vODDD	778
ODDs	776
DDMDD	775
LLLLLLLLLLLu	769
VODDD	769
ODu	767
DDDDDDDO	762
vL	762
dD	761
ODLLLLLL	755
LLLLODDD	744
WLLLLLLL	742
WdD	740
LLLLLLN	737
OODFD	735
DDODDO	728
LLLLLODD	725
DDDFDDD	725
uDDO	725
DDuDFD	725
OOu	723
vO	719
LLLLLLODD	718
DDDQDD	718
ODDDDS	717
DDDDDDQD	716
dO	713
DDDDDDDDOD	711
dF	707
cLLLLLLLL	706
LLLdDDD	706
dVs	706
DDDDDDDs	702
QDQD	702
dLLLDDD	700
LLLLLLDDO	700
DuDDDDD	697
ODDDDDDDLL	697
W	695
LLLLLdDD	693
AOD	691
as	691
LLLLLLLLLd	690
dLLD	689
dVDFD	688
DDDDFDDD	687
uODDDD	687
uDDs	681
dQO	679
DuDDDDDDD	676
dLLOD	673
WdLLL	672
aD	672
DDDODO	671
LLLLLdu	670
cc	670
LLLLLLLDDO	665
uv	663
dLD	658
LODDDDDDD	657
DQDDDDDD	656
DQDDDDD	655
XDDDD	654
dL	652
LLLLLDDO	652
DDDDQD	647
LLLLDDu	645
Ld	642
uODD	642
uDDFD	642
vc	641
DDDDDDDDFD	640
DDDDuD	632
LLdLLLL	631
Du	628
QOs	627
DDDDDDd	626
QDu	625
dLLDDDD	625
LLLLLLLLDDO	620
DDDDDDDQ	619
dLLLLD	619
cLLLv	616
DDDQDDDD	614
LLLLdLL	613
LLLODD	612
DDDDDQDD	611
cDD	611
DDDDDDDDs	604
VODD	604
vLLLLLLLL	602
NDDD	600
ODDDDDu	599
aLL	597
DODDu	597
Wdv	595
ODd	594
vDDO	593
QODDs	592
VLLLLd	591
uOR	589
ODDDDOD	588
LLLa	588
LLdLLL	587
OODDu	584
LLLLO	582
dDDDDDDD	581
ODDDDDDDDDD	580
LLLLLLLLF	578
LLLDFD	577
vR	577
LLLDDO	577
ODODDD	576
LLLdLLLL	575
DDDDDDDDDF	575
DDDDDDDODD	574
ODLLLLL	573
DDDDDF	571
tLLL	570
LLLLt	567
DDDDd	563
NLL	559
LLLLLODDD	559
LLLLdOD	559
DDDDDFDDDD	556
DDDsD	553
DDDDDODDDD	550
NLLLLLL	548
tDDDD	546
DDDDM	542
WLLLLLLLL	542
ODDDDDDDLLL	541
DDDDDDODDD	541
dLLLLOD	540
tLLLLL	538
VLLLLLLLLLL	538
LLV	537
LLLLLdDDDD	536
DDDDDDDDDO	536
VLLLWd	535
dDDDFD	534
LLLLLLLLLs	533
DuDFD	528
LLLLLLLODD	527
VdDDDD	523
MDDu	521
ODDDDs	520
ODDDDDs	520
LLLLLODDDD	520
DDDMD	518
DDDDsDD	518
LLLLLLLLLLLOD	518
dVLL	517
LLLdD	517
DDDFDDDD	515
LLLLdDDD	515
DDDuDDD	512
WDDDD	512
DDQDDD	509
DDDDQDDD	508
tDD	507
sDDDDD	506
LLLLLO	506
DDDQDDDDD	505
LLLLLLLv	502
uLLL	500
ODQD	500
LLLLLLc	498
DDDDDDFDDD	497
LLODD	497
QODFD	496
FDDDDDD	496
ODDDDLS	496
ss	492
LLLLLLLLLDFD	492
QOQDD	488
DDDDDDDQDD	486
LLDDDDDFD	486
LLLLLLLLODD	484
dVD	484
DDuDDu	484
LLLLLa	483
ODFD	482
DDFDDDD	482
cLLLLLLd	482
ODLLLLLLL	482
dLLLLLDD	482
LODDD	480
ODDDODDD	479
DDDDDQ	478
DDDDDFDL	478
ODLLLL	476
LLLdDFD	476
ADDDD	473
VDDu	473
Vs	473
LLdDD	472
WdF	470
LLODDDDDDD	470
ODDDDDDDd	469
ADDD	465
DDDDDDDFDD	461
cDDD	461
LLLODDDDDDD	459
uuDD	457
LLLLR	457
LLLLdLLL	457
DDDODDDDD	456
LLDDDDu	456
dDDs	456
ODDDu	450
aLLL	448
LDDDDDFD	448
dLLLLLLLLLL	445
Xu	443
LLdu	443
DsDDD	439
LLLLLLLLLLLLu	438
VDDDDD	437
DDDDDDDDDQ	437
WLL	436
WW	432
ODDDDLLLL	431
DuDu	429
QDDs	428
QDFD	427
LLLLLLLV	426
ODDDDDDL	426
dQOF	425
NDFD	424
LLLLdL	423
duD	423
DOODDDDDD	423
dLLLLDDD	422
vDDDDD	421
dLLDDD	420
XDDDDDD	420
ODDDDDL	420
tOD	420
VLLLDD	420
LdLLLL	417
DuDDDu	417
DODDDDDDDDD	416
vQO	414
td	414
LLLLLt	413
LLLLLLDDu	412
uLL	412
LLLbLLL	412
VODDDDDDD	412
Wu	410
dDDODD	409
bLLLLLL	409
DOu	409
LLLt	407
LWd	406
DDuDDDDDD	405
LLLLLLLLLO	404
ODDDDODDDD	404
LLuDD	402
cLLd	402
VLLLu	401
QDODDD	400
duDDDD	400
DDDDuDDDD	400
DDDDDDQDDD	399
LLLLLLLLLv	398
LLLLLdLL	398
LLLLLdL	398
dDDDDFD	397
aLLLL	397
LLLLLLLN	396
cDFD	396
ddu	396
DDDDDQDDDD	395
DDDuDu	395
VR	393
VDDDDDDDD	393
DDDDDFDLL	393
DDDDDDDDQD	392
uDuD	390
LLdDDDD	390
LLLLdLLLL	390
LLDDODD	389
LLLds	389
dLLLLLu	388
LdLLLLL	386
VVV	384
LLLSOD	384
LLLLLDDu	384
OR	383
DDDDDDuDD	383
LLN	381
ODDDLLL	380
DDDuDD	380
LLLLLLW	379
LLLLLLODDDD	379
cDDDDDD	378
LLLLLLLLLN	377
LLLdL	376
DODF	375
ODDR	374
cLLLLLLLLL	374
XLLL	373
dVF	371
ud	370
vS	368
LLWd	368
uOF	367
VLLLLDD	366
tLLLLLL	365
WdLLLL	364
VdW	364
LLLdLLLLL	363
vODDDDDDD	363
vvv	362
QDDDDDDDDD	361
DDuDDD	358
dVLLLL	356
dQD	355
WdL	355
duDFD	355
LLdLL	355
OuDD	354
Lu	354
dLLLLLDDDD	351
ddDD	351
Ns	350
uuDDDD	349
NLLLLLLL	348
bLLLL	346
uDDuDD	346
ODLLLLLLLL	346
DDsDFD	345
dLLLLLD	345
ODDDDDDF	344
dVLLL	343
VLLLOD	339
LLDDu	338
DODO	338
OOOO	337
FFFF	337
ODDO	337
LLLDDDDDFD	335
LLLLLLLLV	334
dLLd	333
LLLLLR	332
dLLLLc	331
WLLLLLLLLL	331
sDDDDDDDD	330
LLLLuDD	330
WdVu	330
MDDDDDDD	329
LLLLLLt	329
ODDDDO	329
cLLLLLLLd	329
DDDDDDDDDFD	328
LLLDDu	327
VLLLDDDD	327
LLLLLF	325
LLLLSOD	325
LLLLF	324
LLLLLLR	324
DDFDDDDDD	323
LLLLds	323
LLLs	322
vW	321
DDQO	320
LLLLdD	318
LLLLLLLLLLDFD	317
LODDDDDD	317
MMM	316
ODuD	316
DDDFDD	315
dSOD	315
ODDDDDDDS	315
LLLLLLLLLDDO	313
DODDOD	313
cODDDD	313
LdLLL	312
LLuDDDD	311
LLLLQDD	310
WOD	310
LLODDD	309
sss	308
OsDD	308
LODDDDD	307
aF	306
tDDD	304
VLLLLLd	303
uODFD	303
dDDDDDDu	303
LLbL	303
LLLLLLODDD	303
LLLLLLLLLLd	302
LLDFD	302
LLLLdV	301
LLLLLdOD	300
LLLLLLX	299
LLLLQO	298
RDD	298
DODDDDDDF	297
dLLLLLOD	297
dDL	296
vdu	296
DDDDuDDD	296
NNN	296
duDDD	295
LLLLdDFD	295
LLLLLLLLLF	294
DFDFD	294
LLLLLLLLN	294
LLLuDD	292
DDDsDDD	292
LLLLLdDDD	292
Ou	290
VLLLLDDDD	290
ODDF	289
ODDDL	289
VdOD	289
DDQF	288
ODDLL	287
VDDDDDFD	287
dQDD	286
sR	286
WdVDD	286
LLdV	285
vDL	284
WVu	284
VLd	283
bLLLLLLL	282
DDDDDFDS	282
LLLLLLLDDu	282
RR	280
DQDFD	280
XDDD	280
Qu	279
uQDD	278
DsDDDD	278
NDDDDDD	278
QDDDDs	277
DsDDDDDDD	277
DDDDDDDuD	277
VLLLLLLLLLLL	276
VdDDD	275
DDDDDuDDD	274
DDOO	274
ODDDDDDLL	274
tLL	273
DFDDDDDD	272
XLLLL	272
dLLLs	272
WVDD	272
NODDDD	271
LLdLLLLL	270
VLLLLu	270
LLLVL	269
uDODDD	269
LLLLLLQ	268
DsDDFD	268
LLLLLLLLLLs	267
LLLdV	267
DODu	266
bLLLLL	265
LLLLDDDDDFD	265
VdLL	263
DDDDDDuD	263
LLLLLLQD	263
ODsD	263
LLLVDD	263
LLLLVL	262
AL	261
DDDDFF	261
uDDu	261
ODDDDDDDODDDDDDD	260
LLLLLLLODDD	260
DsDDDDD	260
MDDDDDD	259
ODODD	259
LLLXLLL	258
uDDDDDDDDD	257
QDDO	256
LLLLbLL	255
ND	255
dLDD	254
LLLLLLLLDDu	254
DDDsFD	254
ddOD	254
LLLLLVL	253
LLLLLLLODDDD	253
LdLLLLLL	252
LLLLLLLLLLLLOD	252
DDDd	251
dVL	250
sDDDDDDD	250
Vds	248
uuDFD	248
uDQD	247
cs	247
dLLs	247
DDDDuLL	246
LLLLODDDDDDD	246
LLc	246
LLDDDFD	246
ODDDDV	246
DDFDDD	245
QQQ	244
dDOD	244
dDDDQD	243
ODSODL	242
VLLDD	242
vDDDDDDDD	242
uFD	242
WdDDu	241
LLLVLLL	241
Mu	241
uLLLL	241
dDO	240
ODDDDuD	240
aL	239
LLLLLLLLLODD	239
QOFDD	238
LLLLLLLLv	238
LLXLLL	237
dt	237
QODDO	237
LLbLL	237
LLLdO	237
DFDu	237
dLLLDFD	237
LdLLd	236
DDQR	236
WdO	236
QDDQDD	236
LLLLbLLL	236
ODODDDD	236
ODDDDDDDLLLL	236
LLODDDDDD	235
LLt	235
FDFD	235
dDDLD	234
tt	233
vLLLLLLLLL	232
LLWLLLL	231
uL	231
vDu	230
dODDDDDD	230
vLD	229
WdR	229
dLLLLLDDD	229
LLDDDQD	229
DDDDDuDD	229
LLXLLLL	229
ROQ	228
DDMDDDD	227
LLLLLdLLL	226
QOQu	226
DLLQD	226
ODDDd	226
LLLLLdLLLL	226
uuuu	226
aDDu	226
vQD	225
uDDF	225
NODD	225
VuDD	225
ODLDD	224
DDDDDsD	224
DFODDD	224
LLLLLLLc	223
DOOD	223
LLLLLLLX	223
DMDDDDDD	222
XLLLLLL	222
DDODDLL	221
DDDuDDDDD	221
LLLLLX	221
ODDDDsD	221
ODDDDDDDDL	221
VLLd	220
LLLbLL	220
dDDDu	220
DDDuDDDD	220
LLLbL	219
vQDD	219
DDDDDFDDDDD	219
LLLLLLQO	218
XODDDD	218
LLDDO	218
uDDR	218
DQDLL	217
DDDDsDDDD	217
LLLLLLDO	216
LLbLLLL	216
LLbLLL	216
FFFFF	216
ODv	216
LLQOF	215
LLLLLLLR	215
LXLLLLL	214
LLLLDOD	214
LLLLLdD	214
dQOR	214
WVDDDD	214
DODDDDDFD	213
ODDOD	213
LLLLVDD	213
tLLLLLLL	212
LLLDDDDu	212
LLs	212
QDDDDO	211
QR	210
vLLLu	210
DDsDDDDDD	210
LLLODLLL	210
DLDQL	209
LLLLbL	209
VLLLDDD	209
ODDDLLLLL	209
DDSDDSDFD	208
OQR	208
VLLu	208
LLLVu	208
ALL	207
LLLLLLLLR	207
dVR	207
DOODF	207
uO	206
ODDDDDDDV	206
dSDDDD	206
LLLLVDDDD	206
LLLDO	205
WDDD	205
vDDDDDFD	205
tDFD	205
LLLLLLSOD	205
WdVDDDD	205
vDO	204
LLLLLLdL	204
LLLDDODD	203
LLLLVLL	203
LLLLLQD	203
dDDDDDDDDD	203
cODD	203
LLLLLLLQ	202
dLLLO	202
WDD	202
VLLOD	202
LLLLLLLQO	201
LLQDDDD	201
LLdOD	201
LLLLLQO	201
LLLLLLQDD	201
ODuDDD	201
LLLVDDDD	201
uDDDDL	200
DDDDDDsDD	200
LLLLLLLLLLLLLu	200
dLLLF	200
DODDDDDOD	200
LLLVOD	200
DQDDDDDDD	199
WLLLdV	199
ad	198
WDDDDDD	198
VA	197
LLLWLLL	197
LLLVLL	197
VLLDDDD	196
DDDDQF	196
LLLXLLLL	196
RQO	196
LLR	196
vSOD	196
dSu	196
VLLLLLDD	196
VDDDDu	196
As	195
LLLLLSOD	195
LLVLLLL	195
dsDD	194
dDDDDs	193
QDQF	193
uOD	193
LVLLLLL	193
XLLLLL	193
LLLLLQDD	193
VLLLLOD	193
LLLWd	193
ADFD	193
sDDFD	192
dLd	192
LLLLLLLQD	192
vLLLDD	192
DuD	191
VDDO	191
vLLLd	191
LLLdF	190
Ldu	190
DDDDDDDDDu	189
LLVLLL	189
DDDDOO	189
LLLuDDD	189
dVDDO	188
Lv	188
dOLD	188
LLLuD	188
LLLLLLVL	187
uQF	187
dVDDu	187
DDuD	186
DDMDDDDD	186
DOQDDDDDD	186
LLLLLLLLLLLDFD	186
ddDDDD	186
LLWLLL	185
dVODD	185
LLLLuD	184
OQF	184
VdLLL	184
LLLWLL	184
LLLLLLLQDD	184
DDDODu	184
uDDDDLL	184
DDDDsD	184
LLLLLLuD	184
DODFDDDDD	184
dVQO	184
LLLLLLLW	183
LLLLLbL	183
Vvd	183
VLLLD	183
vDOD	183
WdVOD	183
ODLLLLLLLLL	182
LLLbLLLL	182
LLLLDDODD	182
bLLLLLLLL	182
LLLLLuDD	182
LLLLLLLLLLO	182
LLLDDDFD	182
LLLLLDO	181
dODDDDD	180
LLLLLLLDO	180
WdDDO	180
uDDDL	178
DDFDDDDD	177
vSu	177
LLLR	177
DsDD	176
LLLLLLLLQD	176
DODDDODDD	176
dLLLLLLDD	176
VQO	175
LLLLLLLLODDD	175
VdDFD	175
dLLLLs	175
LLLLLLdV	175
LdDDDD	174
FOQ	174
vQ	174
LLLLXLLL	174
LLdDDD	173
ODDDDv	173
DsDFD	173
aO	173
sODD	172
dQDDDD	171
ODDDDDLL	171
ODDDDDDDDDDD	171
WvDD	171
DDDDDDDDd	171
ts	171
cODDD	171
LLLLLLLLc	170
cL	170
DDOQDD	170
aODD	170
ODODLL	170
LDDDDu	169
dLLDFD	169
dDu	169
WLLLLLLLLLL	169
vuDD	169
aR	169
DDuDDDDD	168
vLLD	168
LODDDDL	168
LLLLLLLLQO	167
dA	167
SODDDD	167
LLLLLLLLODDDD	167
WdQO	166
DDODDDDDDDD	166
LLLLLLLSOD	166
cLLLDD	166
NLLLLLLLL	165
LuDDDD	165
LLLLX	165
LLLvDD	165
WdODD	165
WVd	165
LLLLVLLL	164
LLLLDDs	164
XLLLLLLL	164
LLDODDD	164
ODDDLLLL	164
DuR	163
dLLLLLc	163
LLLLLLdu	163
ODDDDFD	163
LLLLLuD	163
vLLu	163
ODs	162
LLLLLLLLQ	162
DDDDDDR	162
ODDDDLLLLLL	162
LLLLNu	162
LLLLLLuDD	161
dDODDD	161
DDQu	161
dDDDDF	161
VdD	161
DODDFDDDD	161
NODDD	161
LLLLLLLLLLF	160
cLLLLLLLLLL	160
CD	160
DODDDDODD	160
uDDDLL	160
LLXLL	160
DuDDFD	160
LLLVLLLL	160
LLLLLds	159
LLLLVLLLL	159
vLLLLu	159
LLLODDDDD	159
LLLLLLLLLLDDO	159
VLLLLD	158
QDDDDF	158
uDF	158
LLLLdLLLLL	158
LLLSODD	158
LLLNu	157
LdDD	157
ODDDLL	157
WdLLLLL	157
ODLLLOD	157
OQDD	156
ODDLLL	156
dLLLLLLLLLLL	156
XOD	156
LLLLLLDOD	156
LLLLdF	156
LLLLLLLLLLLLLOD	156
DDDDuu	155
QuR	155
LLLLWLL	155
LLdLd	155
WODDDD	155
DDDDDsDDD	154
LLLXd	154
QDDODD	154
LVLLLL	154
ODDDDDDFDDDDDDDD	154
vDDs	154
LLLcu	154
DDDuFD	154
LdLL	153
DDDDsDDD	153
dLLO	153
LLLLLLLLQDD	152
LVLLLLLL	152
LLLLLLLa	152
DDuu	152
ddDDD	152
dDDODFD	152
dVO	152
WLLLDD	151
QDLLL	151
Wb	151
uDDLL	151
DDDsDD	151
DuDDDDDDDD	151
LLLLNDD	151
LdLd	150
LLA	150
DODDDDFDD	150
VDDDDDDD	150
WdVDFD	150
dWu	149
dLLLd	149
LLLLVu	149
DDDsDDDDD	149
LLLLbLLLL	149
LLLLLLLt	148
QODDD	148
ODSLLL	148
LLLQD	148
DFDF	148
dWDD	148
WA	148
WdS	147
WVOD	147
LLLdDDu	147
WdLD	146
DDDDDDDsD	146
LLuDDD	146
LWLLLL	146
NDDu	146
LLLX	145
ODDDDSL	145
VdF	145
LLDDDDO	145
cLLLdu	145
LLLLLLLuD	145
LLLLDDDDu	144
DDsDDs	144
ODDd	144
VLLLLLDDDD	144
DDsDDD	144
ODLLLDDD	144
LLLLLLLLDO	144
ODODLLL	144
LLLLcL	143
QQDDQ	143
vLLLOD	143
LLDDODDDD	143
LLLLLDOD	143
DODDFD	143
LLLLLLLLLV	143
dODOD	143
LLODDDDD	142
LLLA	142
DDDDuL	142
LLLuDDDD	141
LLXd	141
DDDMDDDD	141
sDDO	141
uLLLLL	141
LLLXLL	141
vuD	141
LLLLLLdLL	140
ODDDDDDDOD	140
aS	140
vN	140
ODDDDDDS	140
LLLLLdV	140
dLLLLLLD	140
uuD	139
dLLLLLLu	139
DDDDDd	139
dFD	139
LLLLLLdDD	139
cXLd	139
LLLcDD	139
LLDDDDDDu	138
DOODDD	138
DDOQ	138
cLd	138
dDDODDDD	138
LLuDFD	138
VDDDFD	138
cLLLu	138
LLLODOD	138
WLLd	137
uuDDu	137
LLDDDDs	137
DDODDDDDDD	137
LLFDD	137
FFFD	137
ddLL	137
DDDDDDV	137
LLLODDDDDD	137
LLLLLdDFD	137
DDQDDu	136
ODDDDDF	136
WDFD	136
LLdLLLLLL	136
OODDO	136
DODDDQDDD	136
WdVD	136
LLQOR	135
DDDQDF	135
LLLLLLLLLLLd	135
LLLLLLLLW	135
DODDDu	135
OLLDD	135
LLLdLLLLLLL	135
VdLLLL	135
LLLNDD	135
vLLLLDD	135
LLLLWd	135
LLLLLLLLLLLs	135
LDDDDDDu	135
aDDO	135
ODDDDSS	135
ccc	134
LLW	134
FDDDDDDD	134
LLLLDDQ	134
vLLDD	134
ODDDDLLLLL	134
dODS	134
dLLLLDFD	134
cDDu	134
dLLX	133
AF	133
uLLLLLL	133
DDDDV	133
aLLLLL	133
dLu	133
vFD	133
dQOu	133
LLLLLDDDDDFD	133
FLDDD	132
dSDD	132
DODDDDDDO	131
OLDDD	131
DDDODF	131
LLLdLLLLLL	131
NF	131
LLLDDDDFD	131
sODDDD	130
LLLLb	130
OQDDDDD	130
dQ	130
tD	130
ODDDDDDu	130
cLLLLDD	130
DDDDFDL	130
WLLLV	130
ODDDs	130
LLLLcDD	130
DFDDDO	130
DODDODDDD	130
WLLLDDDD	130
DODDDFDDD	130
Ds	129
ODDDOD	129
LLLcL	129
DDOODD	129
vDDDFD	129
DODDDDQDD	129
DDDDMDDD	128
tLLLLLLLL	128
DDDDDDuLL	128
DLDLQ	128
LLLLLLLLLDDu	128
cLLLOD	128
ALLL	127
VLLLLDDD	127
ODDDODD	127
VODDDDDD	127
VVDD	127
cD	126
uDR	126
cLLLLv	126
DDLQL	126
aQO	126
dWLL	126
vdV	126
LLDDDDF	126
VSOD	126
cDDDDD	126
VVu	126
dQODD	125
DFDODD	125
DODR	125
LLLLQD	125
dVODDDD	125
ODODL	125
DLODL	124
LDDOD	124
LLLLWLLL	124
LLLODS	124
LLLdLD	124
WLLLLDD	124
cLLLLLLLLd	124
LLLLvDD	124
LLDDDDFD	124
LLLQO	123
LLLLWL	123
OQDDDD	123
ODLLLSSS	123
bDDDDDD	123
ddL	123
LLLLLLLLLc	122
DsDDDDDD	122
QDQDD	122
NL	122
LLLLXLL	122
DDDDDFDLLL	122
LLLLLLLLSOD	122
LDDOL	121
dSLLL	121
DDDFDLL	121
LLLLLLLDOD	121
LLLQDD	121
LLLLuDDDD	121
LLLvLLL	121
LLLLDDDFD	121
aODDD	121
WdVDDD	121
DODDDDDQD	120
LLDDDODDD	120
uDDDDDDL	120
LLLLcu	120
VuDDDD	120
LLLLLLLLLLLLLLu	119
LLLLLQ	119
LLLVDDD	119
MDDDDD	119
tDDDDDD	119
LLLLLLLLLa	119
LLdDFD	119
LLLLA	118
LDDDDFD	118
DODDL	118
